"gene_id","gene_name","gene_type"
"ENSG00000117010.18","ZNF684","protein_coding"
"ENSG00000117016.11","RIMS3","protein_coding"
"ENSG00000066136.22","NFYC","protein_coding"
"ENSG00000117013.18","KCNQ4","protein_coding"
"ENSG00000179862.7","CITED4","protein_coding"
"ENSG00000171793.18","CTPS1","protein_coding"
"ENSG00000171790.17","SLFNL1","protein_coding"
"ENSG00000010803.19","SCMH1","protein_coding"
"ENSG00000204060.8","FOXO6","protein_coding"
"ENSG00000127129.11","EDN2","protein_coding"
"ENSG00000127124.16","HIVEP3","protein_coding"
"ENSG00000284895.1","ENSG00000284895","protein_coding"
"ENSG00000044012.4","GUCA2B","protein_coding"
"ENSG00000197273.5","GUCA2A","protein_coding"
"ENSG00000198815.10","FOXJ3","protein_coding"
"ENSG00000177181.16","RIMKLA","protein_coding"
"ENSG00000066185.14","ZMYND12","protein_coding"
"ENSG00000127125.10","PPCS","protein_coding"
"ENSG00000186409.19","CCDC30","protein_coding"
"ENSG00000171960.13","PPIH","protein_coding"
"ENSG00000065978.20","YBX1","protein_coding"
"ENSG00000164007.11","CLDN19","protein_coding"
"ENSG00000117385.17","P3H1","protein_coding"
"ENSG00000164008.18","C1orf50","protein_coding"
"ENSG00000283580.4","ENSG00000283580","protein_coding"
"ENSG00000274386.6","TMEM269","protein_coding"
"ENSG00000177868.13","SVBP","protein_coding"
"ENSG00000164010.16","ERMAP","protein_coding"
"ENSG00000164011.19","ZNF691","protein_coding"
"ENSG00000117394.25","SLC2A1","protein_coding"
"ENSG00000186973.12","CFAP144","protein_coding"
"ENSG00000117395.14","EBNA1BP2","protein_coding"
"ENSG00000243710.9","CFAP57","protein_coding"
"ENSG00000179178.12","TMEM125","protein_coding"
"ENSG00000253313.7","C1orf210","protein_coding"
"ENSG00000066056.16","TIE1","protein_coding"
"ENSG00000117400.19","MPL","protein_coding"
"ENSG00000117399.15","CDC20","protein_coding"
"ENSG00000066322.16","ELOVL1","protein_coding"
"ENSG00000159479.18","MED8","protein_coding"
"ENSG00000198198.17","SZT2","protein_coding"
"ENSG00000178922.19","HYI","protein_coding"
"ENSG00000142949.19","PTPRF","protein_coding"
"ENSG00000066135.14","KDM4A","protein_coding"
"ENSG00000284989.1","ENSG00000284989","protein_coding"
"ENSG00000126091.22","ST3GAL3","protein_coding"
"ENSG00000117407.18","ARTN","protein_coding"
"ENSG00000117408.12","IPO13","protein_coding"
"ENSG00000132768.15","DPH2","protein_coding"
"ENSG00000117410.15","ATP6V0B","protein_coding"
"ENSG00000117411.19","B4GALT2","protein_coding"
"ENSG00000159214.14","CCDC24","protein_coding"
"ENSG00000196517.14","SLC6A9","protein_coding"
"ENSG00000171872.5","KLF17","protein_coding"
"ENSG00000283039.1","KLF18","protein_coding"
"ENSG00000178028.15","DMAP1","protein_coding"
"ENSG00000117419.17","ERI3","protein_coding"
"ENSG00000187147.20","RNF220","protein_coding"
"ENSG00000126106.14","TMEM53","protein_coding"
"ENSG00000198520.13","ARMH1","protein_coding"
"ENSG00000142945.14","KIF2C","protein_coding"
"ENSG00000142937.13","RPS8","protein_coding"
"ENSG00000142959.7","BEST4","protein_coding"
"ENSG00000173846.15","PLK3","protein_coding"
"ENSG00000188396.5","DYNLT4","protein_coding"
"ENSG00000222009.10","BTBD19","protein_coding"
"ENSG00000117425.16","PTCH2","protein_coding"
"ENSG00000070785.18","EIF2B3","protein_coding"
"ENSG00000126107.16","HECTD3","protein_coding"
"ENSG00000126088.15","UROD","protein_coding"
"ENSG00000162415.8","ZSWIM5","protein_coding"
"ENSG00000186603.7","HPDL","protein_coding"
"ENSG00000132781.23","MUTYH","protein_coding"
"ENSG00000288208.1","ENSG00000288208","protein_coding"
"ENSG00000132773.13","TOE1","protein_coding"
"ENSG00000070759.18","TESK2","protein_coding"
"ENSG00000280670.4","CCDC163","protein_coding"
"ENSG00000132763.16","MMACHC","protein_coding"
"ENSG00000117450.16","PRDX1","protein_coding"
"ENSG00000117448.15","AKR1A1","protein_coding"
"ENSG00000132780.18","NASP","protein_coding"
"ENSG00000159588.16","CCDC17","protein_coding"
"ENSG00000159592.12","GPBP1L1","protein_coding"
"ENSG00000159596.8","TMEM69","protein_coding"
"ENSG00000197429.12","IPP","protein_coding"
"ENSG00000086015.24","MAST2","protein_coding"
"ENSG00000117461.16","PIK3R3","protein_coding"
"ENSG00000278139.1","P3R3URF-PIK3R3","protein_coding"
"ENSG00000117472.11","TSPAN1","protein_coding"
"ENSG00000250719.2","P3R3URF","protein_coding"
"ENSG00000085998.16","POMGNT1","protein_coding"
"ENSG00000171357.6","LURAP1","protein_coding"
"ENSG00000085999.14","RAD54L","protein_coding"
"ENSG00000132128.19","LRRC41","protein_coding"
"ENSG00000173660.13","UQCRH","protein_coding"
"ENSG00000117481.13","NSUN4","protein_coding"
"ENSG00000117480.17","FAAH","protein_coding"
"ENSG00000197587.13","DMBX1","protein_coding"
"ENSG00000282881.4","TMEM275","protein_coding"
"ENSG00000162456.10","KNCN","protein_coding"
"ENSG00000079277.23","MKNK1","protein_coding"
"ENSG00000142961.17","MOB3C","protein_coding"
"ENSG00000123472.14","ATPAF1","protein_coding"
"ENSG00000186118.9","TEX38","protein_coding"
"ENSG00000159658.15","EFCAB14","protein_coding"
"ENSG00000142973.17","CYP4B1","protein_coding"
"ENSG00000187048.15","CYP4A11","protein_coding"
"ENSG00000186377.9","CYP4X1","protein_coding"
"ENSG00000186160.5","CYP4Z1","protein_coding"
"ENSG00000162365.14","CYP4A22","protein_coding"
"ENSG00000162366.9","PDZK1IP1","protein_coding"
"ENSG00000162367.13","TAL1","protein_coding"
"ENSG00000123473.18","STIL","protein_coding"
"ENSG00000162368.16","CMPK1","protein_coding"
"ENSG00000186790.6","FOXE3","protein_coding"
"ENSG00000186564.6","FOXD2","protein_coding"
"ENSG00000269113.5","TRABD2B","protein_coding"
"ENSG00000117834.14","SLC5A9","protein_coding"
"ENSG00000132122.13","SPATA6","protein_coding"
"ENSG00000186094.18","AGBL4","protein_coding"
"ENSG00000162373.14","BEND5","protein_coding"
"ENSG00000162374.19","ELAVL4","protein_coding"
"ENSG00000142700.13","DMRTA2","protein_coding"
"ENSG00000185104.22","FAF1","protein_coding"
"ENSG00000123080.13","CDKN2C","protein_coding"
"ENSG00000204006.11","C1orf185","protein_coding"
"ENSG00000123091.6","RNF11","protein_coding"
"ENSG00000085831.17","TTC39A","protein_coding"
"ENSG00000085832.19","EPS15","protein_coding"
"ENSG00000117859.20","OSBPL9","protein_coding"
"ENSG00000078618.24","NRDC","protein_coding"
"ENSG00000169213.8","RAB3B","protein_coding"
"ENSG00000117862.15","TXNDC12","protein_coding"
"ENSG00000285839.1","ENSG00000285839","protein_coding"
"ENSG00000198841.4","KTI12","protein_coding"
"ENSG00000134717.19","BTF3L4","protein_coding"
"ENSG00000157077.17","ZFYVE9","protein_coding"
"ENSG00000154222.16","CC2D1B","protein_coding"
"ENSG00000085840.14","ORC1","protein_coding"
"ENSG00000134748.14","PRPF38A","protein_coding"
"ENSG00000134744.15","TUT4","protein_coding"
"ENSG00000116157.6","GPX7","protein_coding"
"ENSG00000182183.15","SHISAL2A","protein_coding"
"ENSG00000162377.7","COA7","protein_coding"
"ENSG00000162378.14","ZYG11B","protein_coding"
"ENSG00000203995.11","ZYG11A","protein_coding"
"ENSG00000121310.18","ECHDC2","protein_coding"
"ENSG00000116171.20","SCP2","protein_coding"
"ENSG00000174348.15","PODN","protein_coding"
"ENSG00000162383.13","SLC1A7","protein_coding"
"ENSG00000157184.8","CPT2","protein_coding"
"ENSG00000162384.15","CZIB","protein_coding"
"ENSG00000162385.12","MAGOH","protein_coding"
"ENSG00000157193.19","LRP8","protein_coding"
"ENSG00000293253.2","ENSG00000293253","protein_coding"
"ENSG00000143006.7","DMRTB1","protein_coding"
"ENSG00000174332.7","GLIS1","protein_coding"
"ENSG00000058804.13","NDC1","protein_coding"
"ENSG00000058799.16","YIPF1","protein_coding"
"ENSG00000211452.12","DIO1","protein_coding"
"ENSG00000081870.13","IFT25","protein_coding"
"ENSG00000116212.17","LRRC42","protein_coding"
"ENSG00000203985.12","LDLRAD1","protein_coding"
"ENSG00000116209.13","TMEM59","protein_coding"
"ENSG00000116205.15","TCEANC2","protein_coding"
"ENSG00000256407.2","ENSG00000256407","protein_coding"
"ENSG00000157211.12","CDCP2","protein_coding"
"ENSG00000215883.12","CYB5RL","protein_coding"
"ENSG00000116221.16","MRPL37","protein_coding"
"ENSG00000157216.18","SSBP3","protein_coding"
"ENSG00000162390.19","ACOT11","protein_coding"
"ENSG00000162391.13","FAM151A","protein_coding"
"ENSG00000184313.21","MROH7","protein_coding"
"ENSG00000271723.5","MROH7-TTC4","protein_coding"
"ENSG00000243725.8","TTC4","protein_coding"
"ENSG00000162396.7","PARS2","protein_coding"
"ENSG00000006555.12","TTC22","protein_coding"
"ENSG00000162398.12","CIMAP2","protein_coding"
"ENSG00000116133.14","DHCR24","protein_coding"
"ENSG00000143001.7","TMEM61","protein_coding"
"ENSG00000162399.9","BSND","protein_coding"
"ENSG00000169174.14","PCSK9","protein_coding"
"ENSG00000162402.16","USP24","protein_coding"
"ENSG00000284686.1","ENSG00000284686","protein_coding"
"ENSG00000162407.10","PLPP3","protein_coding"
"ENSG00000162409.13","PRKAA2","protein_coding"
"ENSG00000187889.14","FYB2","protein_coding"
"ENSG00000157131.13","C8A","protein_coding"
"ENSG00000021852.15","C8B","protein_coding"
"ENSG00000173406.17","DAB1","protein_coding"
"ENSG00000162600.13","OMA1","protein_coding"
"ENSG00000184292.7","TACSTD2","protein_coding"
"ENSG00000162601.13","MYSM1","protein_coding"
"ENSG00000177606.9","JUN","protein_coding"
"ENSG00000172456.19","FGGY","protein_coding"
"ENSG00000134709.14","HOOK1","protein_coding"
"ENSG00000134716.12","CYP2J2","protein_coding"
"ENSG00000162598.14","C1orf87","protein_coding"
"ENSG00000162599.19","NFIA","protein_coding"
"ENSG00000162604.14","TM2D1","protein_coding"
"ENSG00000132849.22","PATJ","protein_coding"
"ENSG00000240563.4","L1TD1","protein_coding"
"ENSG00000132854.20","KANK4","protein_coding"
"ENSG00000162607.14","USP1","protein_coding"
"ENSG00000116641.19","DOCK7","protein_coding"
"ENSG00000132855.6","ANGPTL3","protein_coding"
"ENSG00000125703.16","ATG4C","protein_coding"
"ENSG00000142856.19","ITGB3BP","protein_coding"
"ENSG00000187140.6","FOXD3","protein_coding"
"ENSG00000088035.19","ALG6","protein_coding"
"ENSG00000203965.14","EFCAB7","protein_coding"
"ENSG00000079739.18","PGM1","protein_coding"
"ENSG00000185483.13","ROR1","protein_coding"
"ENSG00000177414.14","UBE2U","protein_coding"
"ENSG00000158966.17","CACHD1","protein_coding"
"ENSG00000162437.16","RAVER2","protein_coding"
"ENSG00000162434.15","JAK1","protein_coding"
"ENSG00000162433.16","AK4","protein_coding"
"ENSG00000116675.16","DNAJC6","protein_coding"
"ENSG00000213625.9","LEPROT","protein_coding"
"ENSG00000116678.20","LEPR","protein_coding"
"ENSG00000184588.18","PDE4B","protein_coding"
"ENSG00000118473.24","SGIP1","protein_coding"
"ENSG00000152760.11","DYNLT5","protein_coding"
"ENSG00000172410.5","INSL5","protein_coding"
"ENSG00000152763.18","DNAI4","protein_coding"
"ENSG00000198160.15","MIER1","protein_coding"
"ENSG00000116704.9","SLC35D1","protein_coding"
"ENSG00000203963.12","C1orf141","protein_coding"
"ENSG00000162594.17","IL23R","protein_coding"
"ENSG00000081985.15","IL12RB2","protein_coding"
"ENSG00000142864.16","SERBP1","protein_coding"
"ENSG00000116717.13","GADD45A","protein_coding"
"ENSG00000172380.7","GNG12","protein_coding"
"ENSG00000162595.9","DIRAS3","protein_coding"
"ENSG00000116729.15","WLS","protein_coding"
"ENSG00000116745.8","RPE65","protein_coding"
"ENSG00000024526.18","DEPDC1","protein_coding"
"ENSG00000033122.22","LRRC7","protein_coding"
"ENSG00000066557.7","LRRC40","protein_coding"
"ENSG00000116754.15","SRSF11","protein_coding"
"ENSG00000118454.14","ANKRD13C","protein_coding"
"ENSG00000116761.13","CTH","protein_coding"
"ENSG00000050628.22","PTGER3","protein_coding"
"ENSG00000132485.15","ZRANB2","protein_coding"
"ENSG00000172260.15","NEGR1","protein_coding"
"ENSG00000162620.16","LRRIQ3","protein_coding"
"ENSG00000259030.8","FPGT-TNNI3K","protein_coding"
"ENSG00000254685.9","FPGT","protein_coding"
"ENSG00000116783.16","TNNI3K","protein_coding"
"ENSG00000162621.7","LRRC53","protein_coding"
"ENSG00000178965.14","ERICH3","protein_coding"
"ENSG00000116791.15","CRYZ","protein_coding"
"ENSG00000162623.17","TYW3","protein_coding"
"ENSG00000162624.17","LHX8","protein_coding"
"ENSG00000137968.17","SLC44A5","protein_coding"
"ENSG00000117054.16","ACADM","protein_coding"
"ENSG00000137955.17","RABGGTB","protein_coding"
"ENSG00000057468.7","MSH4","protein_coding"
"ENSG00000154007.7","ASB17","protein_coding"
"ENSG00000184005.12","ST6GALNAC3","protein_coding"
"ENSG00000117069.16","ST6GALNAC5","protein_coding"
"ENSG00000142892.16","PIGK","protein_coding"
"ENSG00000154027.19","AK5","protein_coding"
"ENSG00000036549.14","ZZZ3","protein_coding"
"ENSG00000077254.15","USP33","protein_coding"
"ENSG00000180488.18","MIGA1","protein_coding"
"ENSG00000162614.20","NEXN","protein_coding"
"ENSG00000162613.19","FUBP1","protein_coding"
"ENSG00000162616.10","DNAJB4","protein_coding"
"ENSG00000137960.7","GIPC2","protein_coding"
"ENSG00000122420.11","PTGFR","protein_coding"
"ENSG00000137959.18","IFI44L","protein_coding"
"ENSG00000137965.12","IFI44","protein_coding"
"ENSG00000162618.16","ADGRL4","protein_coding"
"ENSG00000117114.22","ADGRL2","protein_coding"
"ENSG00000137941.18","TTLL7","protein_coding"
"ENSG00000142875.22","PRKACB","protein_coding"
"ENSG00000203943.9","SAMD13","protein_coding"
"ENSG00000137976.8","DNASE2B","protein_coding"
"ENSG00000117133.12","RPF1","protein_coding"
"ENSG00000174021.13","GNG5","protein_coding"
"ENSG00000122432.19","SPATA1","protein_coding"
"ENSG00000117151.14","CTBS","protein_coding"
"ENSG00000117155.18","SSX2IP","protein_coding"
"ENSG00000171517.7","LPAR3","protein_coding"
"ENSG00000153898.14","MCOLN2","protein_coding"
"ENSG00000162643.14","DNAI3","protein_coding"
"ENSG00000055732.14","MCOLN3","protein_coding"
"ENSG00000097096.11","SYDE2","protein_coding"
"ENSG00000162642.15","C1orf52","protein_coding"
"ENSG00000142867.15","BCL10","protein_coding"
"ENSG00000153904.22","DDAH1","protein_coding"
"ENSG00000142871.19","CCN1","protein_coding"
"ENSG00000117174.12","ZNHIT6","protein_coding"
"ENSG00000171502.15","COL24A1","protein_coding"
"ENSG00000122417.17","ODF2L","protein_coding"
"ENSG00000137975.8","CLCA2","protein_coding"
"ENSG00000016490.17","CLCA1","protein_coding"
"ENSG00000016602.10","CLCA4","protein_coding"
"ENSG00000097033.16","SH3GLB1","protein_coding"
"ENSG00000183291.18","SELENOF","protein_coding"
"ENSG00000153936.18","HS2ST1","protein_coding"
"ENSG00000267561.2","ENSG00000267561","protein_coding"
"ENSG00000143013.14","LMO4","protein_coding"
"ENSG00000065243.21","PKN2","protein_coding"
"ENSG00000137947.13","GTF2B","protein_coding"
"ENSG00000137944.18","KYAT3","protein_coding"
"ENSG00000213516.10","RBMXL1","protein_coding"
"ENSG00000117226.14","GBP3","protein_coding"
"ENSG00000117228.12","GBP1","protein_coding"
"ENSG00000162645.14","GBP2","protein_coding"
"ENSG00000213512.4","GBP7","protein_coding"
"ENSG00000162654.10","GBP4","protein_coding"
"ENSG00000154451.16","GBP5","protein_coding"
"ENSG00000183347.16","GBP6","protein_coding"
"ENSG00000197147.16","LRRC8B","protein_coding"
"ENSG00000288629.1","ENSG00000288629","protein_coding"
"ENSG00000171488.16","LRRC8C","protein_coding"
"ENSG00000271949.1","ENSG00000271949","protein_coding"
"ENSG00000171492.15","LRRC8D","protein_coding"
"ENSG00000162664.18","ZNF326","protein_coding"
"ENSG00000143032.8","BARHL2","protein_coding"
"ENSG00000122482.23","ZNF644","protein_coding"
"ENSG00000162669.16","HFM1","protein_coding"
"ENSG00000097046.14","CDC7","protein_coding"
"ENSG00000069702.12","TGFBR3","protein_coding"
"ENSG00000137948.19","BRDT","protein_coding"
"ENSG00000172031.8","EPHX4","protein_coding"
"ENSG00000230667.7","SETSIP","protein_coding"
"ENSG00000189195.16","BTBD8","protein_coding"
"ENSG00000203910.9","C1orf146","protein_coding"
"ENSG00000174842.18","GLMN","protein_coding"
"ENSG00000122484.10","RPAP2","protein_coding"
"ENSG00000162676.14","GFI1","protein_coding"
"ENSG00000067208.18","EVI5","protein_coding"
"ENSG00000122406.15","RPL5","protein_coding"
"ENSG00000154511.13","DIPK1A","protein_coding"
"ENSG00000143033.19","MTF2","protein_coding"
"ENSG00000117500.14","TMED5","protein_coding"
"ENSG00000122483.19","CCDC18","protein_coding"
"ENSG00000117505.14","DR1","protein_coding"
"ENSG00000137942.19","FNBP1L","protein_coding"
"ENSG00000137936.19","BCAR3","protein_coding"
"ENSG00000067334.14","DNTTIP2","protein_coding"
"ENSG00000023909.11","GCLM","protein_coding"
"ENSG00000198691.14","ABCA4","protein_coding"
"ENSG00000137962.14","ARHGAP29","protein_coding"
"ENSG00000117528.15","ABCD3","protein_coding"
"ENSG00000117525.15","F3","protein_coding"
"ENSG00000143036.18","SLC44A3","protein_coding"
"ENSG00000117519.17","CNN3","protein_coding"
"ENSG00000172339.11","ALG14","protein_coding"
"ENSG00000152078.11","TLCD4","protein_coding"
"ENSG00000271092.5","TLCD4-RWDD3","protein_coding"
"ENSG00000122481.18","RWDD3","protein_coding"
"ENSG00000117569.21","PTBP2","protein_coding"
"ENSG00000188641.15","DPYD","protein_coding"
"ENSG00000162627.18","SNX7","protein_coding"
"ENSG00000117598.15","PLPPR5","protein_coding"
"ENSG00000117600.15","PLPPR4","protein_coding"
"ENSG00000099260.13","PALMD","protein_coding"
"ENSG00000156869.15","FRRS1","protein_coding"
"ENSG00000162688.18","AGL","protein_coding"
"ENSG00000117620.16","SLC35A3","protein_coding"
"ENSG00000283761.1","ENSG00000283761","protein_coding"
"ENSG00000156875.15","MFSD14A","protein_coding"
"ENSG00000156876.10","SASS6","protein_coding"
"ENSG00000122435.12","TRMT13","protein_coding"
"ENSG00000122477.15","LRRC39","protein_coding"
"ENSG00000137992.16","DBT","protein_coding"
"ENSG00000137996.14","RTCA","protein_coding"
"ENSG00000079335.22","CDC14A","protein_coding"
"ENSG00000181656.7","GPR88","protein_coding"
"ENSG00000162692.13","VCAM1","protein_coding"
"ENSG00000162694.15","EXTL2","protein_coding"
"ENSG00000162695.14","SLC30A7","protein_coding"
"ENSG00000117543.23","DPH5","protein_coding"
"ENSG00000170989.11","S1PR1","protein_coding"
"ENSG00000118733.18","OLFM3","protein_coding"
"ENSG00000060718.23","COL11A1","protein_coding"
"ENSG00000185946.17","RNPC3","protein_coding"
"ENSG00000240038.8","AMY2B","protein_coding"
"ENSG00000243480.8","AMY2A","protein_coding"
"ENSG00000237763.11","AMY1A","protein_coding"
"ENSG00000174876.18","AMY1B","protein_coding"
"ENSG00000187733.8","AMY1C","protein_coding"
"ENSG00000198890.9","PRMT6","protein_coding"
"ENSG00000162631.21","NTNG1","protein_coding"
"ENSG00000134215.17","VAV3","protein_coding"
"ENSG00000085491.18","SLC25A24","protein_coding"
"ENSG00000196427.14","NBPF4","protein_coding"
"ENSG00000186086.19","NBPF6","protein_coding"
"ENSG00000162636.17","EEIG2","protein_coding"
